start_time,date,tokens_transferred_mean,tokens_transferred_median,tokens_transferred_total
1673827200000,2023-01-16,2.73550454,0.01676156,827919.59796946
1673913600000,2023-01-17,3.2576954,0.01687185,1005191.23397143
1674000000000,2023-01-18,2.99812167,0.01886224,899151.6785088
1674086400000,2023-01-19,2.72417958,0.01786596,813914.0285567
1674172800000,2023-01-20,2.79416136,0.01865081,826205.57382341
1674259200000,2023-01-21,2.9127665,0.01594476,838067.00348722
1674345600000,2023-01-22,2.59030348,0.01409058,649153.36412533
1674432000000,2023-01-23,2.88802151,0.0159086,847781.60289223
1674518400000,2023-01-24,2.58981453,0.01651453,758403.87651356
1674604800000,2023-01-25,2.76148779,0.01670306,846412.57791312
1674691200000,2023-01-26,2.6446506,0.01545609,783102.20083402
1674777600000,2023-01-27,2.60085368,0.01628804,788123.68643457
1674864000000,2023-01-28,1.92192618,0.01479192,516385.04753243
1674950400000,2023-01-29,2.2139337,0.01428216,572129.17419847
1675036800000,2023-01-30,2.98126139,0.01439721,923508.32344003
1675123200000,2023-01-31,2.89613267,0.01676089,907604.53596617
1675209600000,2023-02-01,2.63746443,0.01479738,911043.51377198
1675296000000,2023-02-02,2.28086722,0.01484482,775549.59715818
1675382400000,2023-02-03,2.5615751,0.01519778,808991.52375508
1675468800000,2023-02-04,1.66432775,0.01165692,506553.12963307
1675555200000,2023-02-05,2.12487179,0.01249253,539634.56520401
1675641600000,2023-02-06,2.22248984,0.014457,670811.88666602
1675728000000,2023-02-07,2.09808677,0.01746467,630028.18040948
1675814400000,2023-02-08,2.07926659,0.01305062,658763.63796545
1675900800000,2023-02-09,2.23961391,0.01020253,827172.28302325
1675987200000,2023-02-10,4.60446504,0.01645943,1381086.26768876
1676073600000,2023-02-11,2.96990178,0.01199562,823509.21396684
1676160000000,2023-02-12,2.70282975,0.01131233,709130.62992754
1676246400000,2023-02-13,2.91457916,0.01608525,871963.39143094
1676332800000,2023-02-14,2.52409575,0.01426543,763536.43957352
1676419200000,2023-02-15,2.50073168,0.01476604,813480.51464966
1676505600000,2023-02-16,2.92810128,0.01491465,1008824.59151085
1676592000000,2023-02-17,2.89438055,0.0135564,929371.1211331
1676678400000,2023-02-18,2.18769208,0.01212077,605181.26033894
1676764800000,2023-02-19,2.07078959,0.01219801,497494.77525841
1676851200000,2023-02-20,2.58344966,0.01607066,697360.90122461
1676937600000,2023-02-21,2.87496629,0.01547247,834573.96367771
1677024000000,2023-02-22,2.87903104,0.016857,812402.09999759
1677110400000,2023-02-23,2.88753316,0.01607334,838992.97189845
1677196800000,2023-02-24,2.88542954,0.01595604,849548.36350703
1677283200000,2023-02-25,2.20400538,0.01268728,569307.81277702
1677369600000,2023-02-26,1.98471774,0.00867445,549637.80745314
1677456000000,2023-02-27,2.60253112,0.01436663,761521.42653601
1677542400000,2023-02-28,2.52594248,0.01197717,839171.13765657
1677628800000,2023-03-01,2.20666526,0.01015323,842420.94230896
1677715200000,2023-03-02,2.47952233,0.01259603,818001.85365899
1677801600000,2023-03-03,2.67688753,0.01280149,950576.14738316
1677888000000,2023-03-04,1.87188211,0.00948584,573072.96487887
1677974400000,2023-03-05,2.03368653,0.00830543,582616.61702751
1678060800000,2023-03-06,2.43437059,0.01337481,768978.71900885
1678147200000,2023-03-07,2.57752679,0.01226978,932850.76425599
1678233600000,2023-03-08,2.96623217,0.01450693,867207.6380112
1678320000000,2023-03-09,2.50460237,0.01221365,843347.20443848
1678406400000,2023-03-10,3.02429112,0.01531689,995590.58742243
1678492800000,2023-03-11,2.93718221,0.01020972,938553.07900626
1678579200000,2023-03-12,2.51806707,0.0112081,668279.89102177
1678665600000,2023-03-13,3.48223549,0.01771658,1159410.30693744
1678752000000,2023-03-14,3.56347345,0.01930571,1167914.16787996
1678838400000,2023-03-15,2.8483499,0.01245955,982430.06193509
1678924800000,2023-03-16,2.92626759,0.01609508,862906.56599699
1679011200000,2023-03-17,3.39073587,0.01594449,1148360.86058126
1679097600000,2023-03-18,2.64355876,0.01243151,784417.90383255
1679184000000,2023-03-19,3.28918479,0.01146,884734.79275979
1679270400000,2023-03-20,3.84940634,0.01171353,1313163.38185051
1679356800000,2023-03-21,3.53285313,0.01285237,1158023.32882856
1679443200000,2023-03-22,3.5289769,0.01610795,1049574.19426431
1679529600000,2023-03-23,3.53648187,0.01538352,1043481.41357369
1679616000000,2023-03-24,3.74120157,0.0149188,1092180.19829012
1679702400000,2023-03-25,2.55368697,0.01033662,740702.01168504
1679788800000,2023-03-26,2.81688984,0.009861,735487.11933414
1679875200000,2023-03-27,3.77171367,0.01358427,1117969.87626759
1679961600000,2023-03-28,3.61978397,0.01216369,1144383.84202025
1680048000000,2023-03-29,3.34619084,0.0130947,1119267.37279033
1680134400000,2023-03-30,4.63898462,0.01203647,1513199.67260289
1680220800000,2023-03-31,3.4922999,0.01417961,1076483.98176754
1680307200000,2023-04-01,2.46233265,0.0090488,786333.61919254
1680393600000,2023-04-02,2.20439557,0.00414,752741.56919013
1680480000000,2023-04-03,3.19784375,0.008879,1064047.33306232
1680566400000,2023-04-04,2.60713443,0.00685674,1097509.73973757
1680652800000,2023-04-05,3.22007717,0.01009683,1116548.87926211
1680739200000,2023-04-06,2.91191627,0.00977132,1030407.78113551
1680825600000,2023-04-07,2.17477342,0.00751107,771803.16518947
1680912000000,2023-04-08,1.82908767,0.00619073,582304.69148844
1680998400000,2023-04-09,2.12083531,0.00575772,590139.39080951
1681084800000,2023-04-10,3.27146143,0.01140552,947094.62776893
1681171200000,2023-04-11,2.50046348,0.01118049,962298.37099685
1681257600000,2023-04-12,3.49610209,0.01074496,1181479.73097902
1681344000000,2023-04-13,2.34403405,0.0113377,777984.90000055
1681430400000,2023-04-14,3.25639457,0.01407803,1028431.27522424
1681516800000,2023-04-15,2.77918936,0.01108187,767131.30167589
1681603200000,2023-04-16,2.73053329,0.01155714,633876.91992739
1681689600000,2023-04-17,3.47818084,0.01083492,1099237.31711427
1681776000000,2023-04-18,2.55604838,0.0134,798397.04928566
1681862400000,2023-04-19,2.60381285,0.01375835,785265.69062587
1681948800000,2023-04-20,2.65767475,0.01453913,788133.44795914
1682035200000,2023-04-21,2.3783692,0.00855131,837359.58038911
1682121600000,2023-04-22,1.55847674,0.00344104,552640.52704735
1682208000000,2023-04-23,1.1250344,0.0003641,486704.50536668
1682294400000,2023-04-24,2.2621581,0.00546593,814449.30431638
1682380800000,2023-04-25,2.15540309,0.00600752,796891.32088074
1682467200000,2023-04-26,2.0544526,0.00288075,896421.35739049
1682553600000,2023-04-27,2.07326128,0.00415286,868244.50621343
1682640000000,2023-04-28,1.78453188,0.00242155,862598.09744433
1682726400000,2023-04-29,1.21154652,0.00072545,588683.18436137
1682812800000,2023-04-30,1.18939376,8.196e-05,676013.35389893
1682899200000,2023-05-01,1.19591188,0.00010032,815730.30037814
1682985600000,2023-05-02,1.46938398,0.00191854,672359.25410781
1683072000000,2023-05-03,1.94206718,0.00353025,950482.63710711
1683158400000,2023-05-04,1.70692561,0.00168083,838061.21563294
1683244800000,2023-05-05,1.99608944,0.00391901,821011.54578656
1683331200000,2023-05-06,1.45071321,0.00031146,871856.87793601
1683417600000,2023-05-07,1.67708864,0.00078423,1019240.55987761
1683504000000,2023-05-08,1.3909636,0.00101242,799684.44642209
1683590400000,2023-05-09,1.24564626,0.00075435,745027.25853373
1683676800000,2023-05-10,1.26056538,0.00064806,846467.131775
1683763200000,2023-05-11,1.56249442,0.0003804,853743.82775286
1683849600000,2023-05-12,1.8873322,0.00062985,960686.0625314
1683936000000,2023-05-13,0.91547971,0.00012706,526853.99363758
1684022400000,2023-05-14,0.82456547,0.00012,520715.57049767
1684108800000,2023-05-15,1.36376225,0.00023496,717655.33745444
1684195200000,2023-05-16,1.55945713,0.00051,883134.61037587
1684281600000,2023-05-17,1.43291581,0.00050233,835811.19489441
1684368000000,2023-05-18,1.75014616,0.00219852,834054.90446776
1684454400000,2023-05-19,1.41809523,0.00160216,725688.96485787
1684540800000,2023-05-20,1.15146634,0.00133181,487766.89961833
1684627200000,2023-05-21,1.09231152,0.00032,531381.15633359
1684713600000,2023-05-22,1.67556755,0.00083517,836337.75824717
1684800000000,2023-05-23,1.82258703,0.00069133,947227.63858639
1684886400000,2023-05-24,2.44423055,0.00307022,990842.17854518
1684972800000,2023-05-25,1.8438476,0.00227549,848199.39883371
1685059200000,2023-05-26,1.35275325,0.00196775,719962.33634519
1685145600000,2023-05-27,1.14748551,0.00101074,541025.64744507
1685232000000,2023-05-28,1.26941478,0.0006389,629627.19369953
1685318400000,2023-05-29,1.59874503,0.00065,879568.76576991
1685404800000,2023-05-30,1.96380407,0.00161042,1011539.76534067
1685491200000,2023-05-31,3.29818268,0.00349075,1389979.5124122
1685577600000,2023-06-01,3.08956226,0.00753275,1099433.08971294
1685664000000,2023-06-02,2.61864567,0.00395154,1255046.16514863
1685750400000,2023-06-03,2.13645301,0.00301712,807718.10595921
1685836800000,2023-06-04,2.6427958,0.00208534,961639.39280642
1685923200000,2023-06-05,4.27583615,0.00542094,1535521.17530434
1686009600000,2023-06-06,2.92840326,0.00447141,1352690.96388411
1686096000000,2023-06-07,2.35190257,0.0056,1019893.14181465
1686182400000,2023-06-08,2.60149654,0.00422681,1058424.07146023
1686268800000,2023-06-09,2.88933976,0.00535789,1117928.8925051
1686355200000,2023-06-10,2.82209432,0.00380343,1030671.17734676
1686441600000,2023-06-11,2.56735436,0.00092169,1024471.94973081
1686528000000,2023-06-12,3.14923834,0.00445,1166720.37240401
1686614400000,2023-06-13,2.43948181,0.00300154,1001007.20822359
1686700800000,2023-06-14,2.90226491,0.00754242,959305.93674062
1686787200000,2023-06-15,2.20069261,0.00328334,930719.11965535
1686873600000,2023-06-16,1.93694323,0.00125319,991809.84333734
1686960000000,2023-06-17,1.4234503,0.0006376,676298.32029122
1687046400000,2023-06-18,1.71592399,0.00016215,754520.9491553
1687132800000,2023-06-19,2.30337651,0.00162702,956965.41249587
1687219200000,2023-06-20,2.36856325,0.00178551,1060119.17165054
1687305600000,2023-06-21,3.37336408,0.00738928,1217521.31062606
1687392000000,2023-06-22,2.99698329,0.00440499,1174529.73853292
1687478400000,2023-06-23,2.83135306,0.00466043,1058574.95741796
1687564800000,2023-06-24,2.01671022,0.00243121,728619.25307792
1687651200000,2023-06-25,2.02607821,0.00086779,775209.93871531
1687737600000,2023-06-26,2.57843514,0.00206459,1041257.19589293
1687824000000,2023-06-27,2.27531079,0.00141392,989118.55570137
1687910400000,2023-06-28,2.81175296,0.00457057,931168.22890818
1687996800000,2023-06-29,2.60342618,0.00248284,1140423.02593183
1688083200000,2023-06-30,2.57665758,0.00281402,1146713.11110909
1688169600000,2023-07-01,2.34402775,0.00392565,759795.49914011
1688256000000,2023-07-02,1.90116084,0.00297042,588882.66845711
1688342400000,2023-07-03,2.83004283,0.006766,928188.95852706
1688428800000,2023-07-04,2.30108445,0.00306124,864439.19243621
1688515200000,2023-07-05,1.72281704,0.00102588,854639.57238749
1688601600000,2023-07-06,2.36413823,0.00345436,928040.09714568
1688688000000,2023-07-07,1.66127887,3e-05,923403.58836535
1688774400000,2023-07-08,1.23273691,1.008e-05,706998.03886925
1688860800000,2023-07-09,1.21308591,8.81e-06,720689.48821322
1688947200000,2023-07-10,1.80055692,6.519e-05,912812.13745228
1689033600000,2023-07-11,1.8861769,0.0012032,815126.43760218
1689120000000,2023-07-12,1.8896787,0.00093377,903599.00418529
1689206400000,2023-07-13,2.47398106,0.00367817,929571.16897852
1689292800000,2023-07-14,2.24301506,0.00318663,945493.6511888
1689379200000,2023-07-15,1.40236555,1.533e-05,679925.71959551
1689465600000,2023-07-16,1.16067953,1.155e-05,683666.93628423
1689552000000,2023-07-17,2.01805209,0.001284,864686.88858826
1689638400000,2023-07-18,1.90322866,1.6e-05,1108672.56474375
1689724800000,2023-07-19,1.86173805,0.00065314,893822.30188572
1689811200000,2023-07-20,2.15679855,0.00254011,863306.06991487
1689897600000,2023-07-21,2.29697495,0.00691111,743611.18484812
1689984000000,2023-07-22,1.8220951,0.0034742,525885.79914817
1690070400000,2023-07-23,0.95552204,1.254e-05,534592.6070355
1690156800000,2023-07-24,1.38062941,2.535e-05,726659.774247
1690243200000,2023-07-25,1.49431404,0.00071944,691042.53817442
1690329600000,2023-07-26,1.54684635,0.00115,700105.75201708
1690416000000,2023-07-27,1.78920079,0.00262641,738761.00628037
1690502400000,2023-07-28,1.74965746,0.00141747,785744.92049971
1690588800000,2023-07-29,1.26679579,0.00043891,535838.1513003
1690675200000,2023-07-30,0.96761596,1.185e-05,624776.08023618
1690761600000,2023-07-31,1.78914071,0.00105526,797106.91513782
1690848000000,2023-08-01,1.83634595,0.00349716,756721.4396846
1690934400000,2023-08-02,1.76185629,0.00411457,688205.73358378
1691020800000,2023-08-03,1.44937072,0.00139321,689691.75350783
1691107200000,2023-08-04,2.0722035,0.00581684,659717.06801056
1691193600000,2023-08-05,1.15829696,3.606e-05,577134.20271496
1691280000000,2023-08-06,0.8313416,1.261e-05,504716.63154948
1691366400000,2023-08-07,2.09063303,0.00122259,893511.46883424
1691452800000,2023-08-08,2.71256894,0.00646613,898047.48571849
1691539200000,2023-08-09,1.72160657,0.00034614,872138.34401354
1691625600000,2023-08-10,2.6271225,0.00377092,940278.66948828
1691712000000,2023-08-11,1.61473625,7.422e-05,817681.44482445
1691798400000,2023-08-12,1.45829434,1.648e-05,734640.5652159
1691884800000,2023-08-13,1.25331303,1.516e-05,622867.75129986
1691971200000,2023-08-14,1.50852336,1.54e-05,857363.21760827
1692057600000,2023-08-15,1.3715415,1.532e-05,795303.42706072
1692144000000,2023-08-16,1.60700951,1.276e-05,910716.3943741
1692230400000,2023-08-17,2.42573313,0.00050496,1218004.26840994
1692316800000,2023-08-18,2.37921498,0.00272976,1006569.72128714
1692403200000,2023-08-19,1.27605608,1.143e-05,663089.78052426
1692489600000,2023-08-20,0.9844764,1.125e-05,602793.91238073
1692576000000,2023-08-21,1.84945993,1.16e-05,1017034.6601332
1692662400000,2023-08-22,2.49963288,0.00182122,1051630.54717582
1692748800000,2023-08-23,2.54559428,0.00121718,1063243.81691237
1692835200000,2023-08-24,2.15068114,0.00176288,852646.14180797
1692921600000,2023-08-25,1.83812699,0.00183991,781308.74201934
1693008000000,2023-08-26,1.16560016,1.147e-05,574542.96807878
1693094400000,2023-08-27,1.90251335,1.392e-05,786647.41563527
1693180800000,2023-08-28,2.73494511,0.00475695,905887.66246492
1693267200000,2023-08-29,1.99014884,0.00040746,995359.01061662
1693353600000,2023-08-30,2.44177038,0.00212146,995937.0943983
1693440000000,2023-08-31,1.87256817,0.00288477,818857.2092511
1693526400000,2023-09-01,2.21085364,0.00371159,927225.38478699
1693612800000,2023-09-02,1.12300969,2.086e-05,605971.53893418
1693699200000,2023-09-03,0.77509105,1.563e-05,484508.64223069
1693785600000,2023-09-04,1.12775674,2.002e-05,646257.61860383
1693872000000,2023-09-05,1.53678697,9.44e-05,709947.93756152
1693958400000,2023-09-06,1.43513269,0.00017036,696357.95189679
1694044800000,2023-09-07,1.29333431,3.434e-05,695546.13623578
1694131200000,2023-09-08,1.55225873,0.00182167,643668.91843369
1694217600000,2023-09-09,0.92247601,2.502e-05,550956.17790398
1694304000000,2023-09-10,1.1405005,2.381e-05,636682.12166213
1694390400000,2023-09-11,1.60088974,0.001095,734765.16717852
1694476800000,2023-09-12,1.77048435,0.0010218,818294.8497944
1694563200000,2023-09-13,1.31504279,2.978e-05,673695.10589161
1694649600000,2023-09-14,1.32866713,2.11e-05,765382.68662212
1694736000000,2023-09-15,1.22448035,2.079e-05,861426.82189634
1694822400000,2023-09-16,1.0885272,2.253e-05,645484.65519024
1694908800000,2023-09-17,0.94650445,2.722e-05,578381.41808139
1694995200000,2023-09-18,1.23617818,4.034e-05,785824.8709509
1695081600000,2023-09-19,1.73536294,0.00036739,856831.98182935
1695168000000,2023-09-20,1.69306391,0.0003078,933956.69778221
1695254400000,2023-09-21,1.65293077,0.00128742,713077.64147705
1695340800000,2023-09-22,1.44996947,0.00122606,640234.02097581
1695427200000,2023-09-23,0.75341632,4.326e-05,474246.18909108
1695513600000,2023-09-24,1.09591368,3.91e-05,483336.29051716
1695600000000,2023-09-25,2.85910411,0.01159966,816574.42912599
1695686400000,2023-09-26,2.13916683,0.0095701,662399.42610039
1695772800000,2023-09-27,2.25653892,0.00715807,760697.32388419
1695859200000,2023-09-28,2.13887575,0.00419632,810268.16216981
1695945600000,2023-09-29,2.69259138,0.01,888883.6518914
1696032000000,2023-09-30,2.37062131,0.00853878,652717.38847288
1696118400000,2023-10-01,1.73013893,0.00377421,554293.25919813
1696204800000,2023-10-02,3.21250838,0.00924,1105443.40981947
1696291200000,2023-10-03,2.70000672,0.01152697,838352.08687744
1696377600000,2023-10-04,3.41603294,0.01214261,981422.84677012
1696464000000,2023-10-05,3.36693683,0.01071341,1074621.86053222
1696550400000,2023-10-06,3.54940363,0.01232028,1059461.48859225
1696636800000,2023-10-07,3.30576107,0.01217673,807914.78265291
1696723200000,2023-10-08,2.6102765,0.00744641,632449.11451916
1696809600000,2023-10-09,2.64009966,0.01005353,748447.13364824
1696896000000,2023-10-10,2.91762779,0.01134268,831226.32244959
1696982400000,2023-10-11,3.30840987,0.01513899,874875.90475101
1697068800000,2023-10-12,2.84623443,0.0147426,759731.12414114
1697155200000,2023-10-13,2.3197198,0.01408994,648083.31770916
1697241600000,2023-10-14,2.72769699,0.00944971,723041.55287553
1697328000000,2023-10-15,2.06692483,0.00705187,520360.72748551
1697414400000,2023-10-16,3.27041391,0.01218351,979950.09380377
1697500800000,2023-10-17,2.95892593,0.01254612,870205.3226832
1697587200000,2023-10-18,3.03682208,0.01386656,823586.14925988
1697673600000,2023-10-19,3.06152056,0.01310979,862941.61594777
1697760000000,2023-10-20,3.45860353,0.01551922,1022895.82762504
1697846400000,2023-10-21,2.34706378,0.01010355,634812.68666658
1697932800000,2023-10-22,2.5167545,0.00838,634987.22823762
1698019200000,2023-10-23,3.7877552,0.01294467,1142474.08578908
1698105600000,2023-10-24,3.87536157,0.00780406,1448331.12715128
1698192000000,2023-10-25,2.18880494,0.00185,1042757.61917044
1698278400000,2023-10-26,2.15551388,0.00275496,929254.9649176
1698364800000,2023-10-27,1.91219595,0.00214457,865578.44292064
1698451200000,2023-10-28,1.10431076,2.492e-05,623077.53073364
1698537600000,2023-10-29,1.53885619,0.00075758,631166.48486275
1698624000000,2023-10-30,2.09570261,0.00131529,970406.70903278
1698710400000,2023-10-31,1.82966811,0.00282754,793336.77422717
1698796800000,2023-11-01,1.81248822,0.002286,840079.22889556
1698883200000,2023-11-02,2.08280995,0.00549635,840199.28682113
1698969600000,2023-11-03,1.86616852,0.00197397,843914.99404646
1699056000000,2023-11-04,0.88713069,8.298e-05,619881.68403701
1699142400000,2023-11-05,0.8129383,7.075e-05,547279.82203435
1699228800000,2023-11-06,1.77237043,0.00181746,778410.91194434
1699315200000,2023-11-07,1.76190915,0.0036,793278.45301051
1699401600000,2023-11-08,1.47355844,0.00050574,859161.19734841
1699488000000,2023-11-09,1.91653597,0.00039762,1098794.1505164
1699574400000,2023-11-10,1.6065156,0.00237333,841295.2705809
1699660800000,2023-11-11,1.10132359,7.896e-05,690936.2820155
1699747200000,2023-11-12,0.87391119,9.546e-05,614504.63660277
1699833600000,2023-11-13,1.83632001,0.00201146,786653.78386403
1699920000000,2023-11-14,1.79628505,0.00115,939967.22448948
1700006400000,2023-11-15,1.47653841,0.0003538,829510.42080741
1700092800000,2023-11-16,1.38419552,0.00035147,869659.59279768
1700179200000,2023-11-17,1.40189285,0.00119593,752107.10103416
1700265600000,2023-11-18,0.77595348,0.00044196,488165.52649194
1700352000000,2023-11-19,0.79118187,0.00017427,562062.71947989
1700438400000,2023-11-20,1.45918896,0.00012538,934616.36748551
1700524800000,2023-11-21,1.8380284,0.00085376,960261.39317296
1700611200000,2023-11-22,1.72737225,0.00021029,925330.86016607
1700697600000,2023-11-23,1.07954059,0.00012783,476410.97643932
1700784000000,2023-11-24,1.43148623,9.666e-05,892860.90517879
1700870400000,2023-11-25,1.04277769,8.814e-05,643472.04440638
1700956800000,2023-11-26,1.16287323,8.802e-05,672533.7799122
1701043200000,2023-11-27,1.77455879,0.00019266,850647.18009766
1701129600000,2023-11-28,1.8264998,0.002,817386.05822028
1701216000000,2023-11-29,2.4322469,0.00503365,876708.2599002
1701302400000,2023-11-30,2.16586738,0.0041015,891791.56023876
1701388800000,2023-12-01,2.0824211,0.00248433,1033503.50877353
1701475200000,2023-12-02,1.76233004,0.00128969,747594.50083102
1701561600000,2023-12-03,1.03837415,0.00012928,734868.80887361
1701648000000,2023-12-04,1.93371675,0.0016042,1102682.63839182
1701734400000,2023-12-05,1.90389135,0.00511556,980168.96261096
1701820800000,2023-12-06,2.17023772,0.01217111,1014931.20348593
1701907200000,2023-12-07,2.37377354,0.00454036,882889.46202211
1701993600000,2023-12-08,2.40180561,0.00399946,987913.0851614
1702080000000,2023-12-09,1.05434921,0.00045846,619157.08389438
1702166400000,2023-12-10,1.01029714,0.00060013,541554.6250193
1702252800000,2023-12-11,1.88122941,0.0023728,988262.48235744
1702339200000,2023-12-12,1.71666863,0.0025446,932181.96497373
1702425600000,2023-12-13,1.43287254,0.00702382,842200.92542239
1702512000000,2023-12-14,1.45683049,0.01064795,831615.66015369
1702598400000,2023-12-15,1.20431318,0.00129926,761695.57248419
1702684800000,2023-12-16,0.88037761,0.00081326,561673.87009673
1702771200000,2023-12-17,0.71078942,0.00063855,438313.98402106
1702857600000,2023-12-18,1.18679053,0.00060486,760457.39408999
1702944000000,2023-12-19,1.11408856,0.00066696,738326.54051096
1703030400000,2023-12-20,1.40382056,0.00073785,817530.34280064
1703116800000,2023-12-21,1.25679895,0.00085575,738986.47210429
1703203200000,2023-12-22,1.34459546,0.00112346,840860.2517612
1703289600000,2023-12-23,0.7463606,0.00029991,454025.33540228
1703376000000,2023-12-24,0.76725262,0.00015797,554944.61289184
1703462400000,2023-12-25,0.9007176,0.00039,482426.14981904
1703548800000,2023-12-26,1.42991267,0.0003176,791533.87902777
1703635200000,2023-12-27,1.40990373,0.00053025,768999.56122991
1703721600000,2023-12-28,1.6761209,0.00305447,699041.30751768
1703808000000,2023-12-29,1.39884906,0.00235859,813148.16178181
1703894400000,2023-12-30,1.16579242,0.00307404,622157.76926026
1703980800000,2023-12-31,0.7871824,0.00051968,575583.83469763
1704067200000,2024-01-01,0.80614023,0.00106274,530115.40000158
1704153600000,2024-01-02,2.31061839,0.00486974,848431.34716297
1704240000000,2024-01-03,1.70792673,0.00141698,858388.60499036
1704326400000,2024-01-04,2.18372068,0.00276943,1053398.46628319
1704412800000,2024-01-05,1.86631944,0.00305032,785246.43887668
1704499200000,2024-01-06,1.47142022,0.00199012,562082.52403387
1704585600000,2024-01-07,1.64506897,0.00239339,573421.69021632
1704672000000,2024-01-08,2.04461976,0.00356432,846955.11068557
1704758400000,2024-01-09,2.43684649,0.00180531,1128452.43694846
1704844800000,2024-01-10,3.42416701,0.00353538,1313650.85715992
1704931200000,2024-01-11,2.56365858,0.00281,1150831.46375821
1705017600000,2024-01-12,3.85461617,0.00357866,1448194.71284939
1705104000000,2024-01-13,1.08748202,0.00015594,709390.62234246
1705190400000,2024-01-14,0.85366149,0.00025638,505092.72159365
1705276800000,2024-01-15,1.73010765,0.00090096,706550.01462072
1705363200000,2024-01-16,1.95909192,0.00015246,920767.32556513
1705449600000,2024-01-17,2.69615088,0.00151955,1211364.41249204
1705536000000,2024-01-18,2.34533129,0.00227026,1134847.17675324
1705622400000,2024-01-19,2.04722951,0.00220149,943017.37500063
1705708800000,2024-01-20,0.94290955,0.00109911,531035.34632813
1705795200000,2024-01-21,0.94782839,0.001228,568755.80103638
1705881600000,2024-01-22,2.40501836,0.00110472,1100199.69935062
1705968000000,2024-01-23,2.64552191,0.00183,974366.88454459
1706054400000,2024-01-24,2.97805673,0.00232321,1108876.44372338
1706140800000,2024-01-25,2.97116166,0.00289626,1010215.76359238
1706227200000,2024-01-26,2.16484336,0.0004416,1067410.65724512
1706313600000,2024-01-27,1.07783809,4.896e-05,643765.74784027
1706400000000,2024-01-28,0.70610892,4.893e-05,446964.1200943
1706486400000,2024-01-29,1.58909224,4.725e-05,913802.72659142
1706572800000,2024-01-30,2.16094912,0.00015648,1130965.13521203
1706659200000,2024-01-31,3.06905803,0.00131181,1363640.79504678
1706745600000,2024-02-01,2.36948964,0.00274875,978881.18991238
1706832000000,2024-02-02,1.98843039,0.00290288,854118.3445848
1706918400000,2024-02-03,1.15846476,0.00048594,597058.83800749
1707004800000,2024-02-04,1.61514355,0.003,542778.67923044
1707091200000,2024-02-05,3.01233245,0.00960309,847447.43881421
1707177600000,2024-02-06,3.34938668,0.01009609,930871.59519737
1707264000000,2024-02-07,1.97547848,0.00085943,844276.04108565
1707350400000,2024-02-08,3.36712265,0.0094302,959505.37117069
1707436800000,2024-02-09,3.12593301,0.00735395,1043805.2979375
1707523200000,2024-02-10,1.57322656,0.00177879,627874.7202403
1707609600000,2024-02-11,1.92969728,0.00202717,636416.09145187
1707696000000,2024-02-12,2.36963452,0.0042725,970915.09264077
1707782400000,2024-02-13,3.42752335,0.00697813,1072962.19264571
1707868800000,2024-02-14,4.14844376,0.00974425,1230337.15398805
1707955200000,2024-02-15,3.22052373,0.00867627,976298.5490116
1708041600000,2024-02-16,2.99056623,0.0080733,934994.55185503
1708128000000,2024-02-17,1.70605966,0.00312094,558842.01877488
1708214400000,2024-02-18,1.67530669,0.00176315,575126.08680655
1708300800000,2024-02-19,2.26342903,0.00249336,828351.64922168
1708387200000,2024-02-20,2.51494199,0.00304359,998318.79627443
1708473600000,2024-02-21,2.774146,0.00313794,1025909.70648674
1708560000000,2024-02-22,2.50636074,0.00442096,914708.88258406
1708646400000,2024-02-23,1.95425338,0.00213065,799377.57365544
1708732800000,2024-02-24,1.56649595,0.00213301,533050.37369289
1708819200000,2024-02-25,1.28884095,0.0013898,539556.51048958
1708905600000,2024-02-26,2.72623571,0.00501642,970678.95183877
1708992000000,2024-02-27,3.21529769,0.00531448,1245828.18177118
1709078400000,2024-02-28,3.72429584,0.0088115,1540558.70001425
1709164800000,2024-02-29,3.33436405,0.00709804,1356942.79256452
1709251200000,2024-03-01,2.82424551,0.00512924,1183726.0218414
1709337600000,2024-03-02,1.75876457,0.00444342,596544.80216031
1709424000000,2024-03-03,1.65089462,0.00298504,636076.48902311
1709510400000,2024-03-04,3.37415093,0.00734857,1218503.75108829
1709596800000,2024-03-05,3.95173858,0.008042,1676248.47225642
1709683200000,2024-03-06,3.720505,0.00573053,1420466.48470392
1709769600000,2024-03-07,2.85167913,0.00292273,1243799.77704884
1709856000000,2024-03-08,2.81470056,0.00267566,1201241.01603407
1709942400000,2024-03-09,1.88895697,0.0034516,677882.43191303
1710028800000,2024-03-10,1.96573128,0.00264492,723493.29430959
1710115200000,2024-03-11,3.44443431,0.00448296,1356859.11825521
1710201600000,2024-03-12,4.04411202,0.00684935,1381978.22346424
1710288000000,2024-03-13,4.16970115,0.00449041,1626008.3209826
1710374400000,2024-03-14,3.87046059,0.0076203,1275568.34549461
1710460800000,2024-03-15,3.74807092,0.01233822,1153570.02501823
1710547200000,2024-03-16,1.77755301,0.00317998,632126.28994865
1710633600000,2024-03-17,1.8702566,0.002376,684444.7176876
1710720000000,2024-03-18,2.30939974,0.00256603,961001.2760133
1710806400000,2024-03-19,2.37337518,0.00288,1100759.54369645
1710892800000,2024-03-20,3.06615237,0.00427728,1108003.21796293
1710979200000,2024-03-21,2.65781459,0.00500546,870492.75058301
1711065600000,2024-03-22,2.58153004,0.00414731,871857.55837289
1711152000000,2024-03-23,2.19245821,0.00298537,715736.7513438
