timestamp,symbol,type,quantity,price,value
2025-04-12 02:07:43.311627,BTC,sell,0.0,28.01,0.0
2025-04-12 02:07:43.312556,BTC,sell,0.0,27.79,0.0
2025-04-12 02:07:43.313569,BTC,sell,0.0,29.61,0.0
2025-04-12 02:07:43.314625,BTC,sell,0.0,27.68,0.0
2025-04-12 02:07:43.315606,BTC,sell,0.0,29.25,0.0
2025-04-12 02:07:43.316560,BTC,sell,0.0,31.13,0.0
2025-04-12 02:07:43.317865,BTC,sell,0.0,29.81,0.0
2025-04-12 02:07:43.319012,BTC,sell,0.0,28.47,0.0
2025-04-12 02:07:43.320073,BTC,sell,0.0,28.58,0.0
2025-04-12 02:07:43.321121,BTC,sell,0.0,28.72,0.0
2025-04-12 02:07:43.322598,BTC,sell,0.0,28.75,0.0
2025-04-12 02:07:43.323622,BTC,sell,0.0,27.4,0.0
2025-04-12 02:07:43.324889,BTC,sell,0.0,27.65,0.0
2025-04-12 02:07:43.326001,BTC,sell,0.0,26.9,0.0
2025-04-12 02:07:43.327172,BTC,sell,0.0,26.4,0.0
2025-04-12 02:07:43.328143,BTC,sell,0.0,26.88,0.0
2025-04-12 02:07:43.329076,BTC,sell,0.0,25.52,0.0
2025-04-12 02:07:43.330088,BTC,sell,0.0,26.2,0.0
2025-04-12 02:07:43.331091,BTC,sell,0.0,25.25,0.0
2025-04-12 02:07:43.332458,BTC,sell,0.0,24.02,0.0
2025-04-12 02:07:43.333807,BTC,sell,0.0,26.03,0.0
2025-04-12 02:07:43.334791,BTC,sell,0.0,27.05,0.0
2025-04-12 02:07:43.335740,BTC,sell,0.0,27.19,0.0
2025-04-12 02:07:43.336608,BTC,sell,0.0,33.79,0.0
2025-04-12 02:07:43.337519,BTC,sell,0.0,33.0,0.0
2025-04-12 02:07:43.338390,BTC,sell,0.0,35.18,0.0
2025-04-12 02:07:43.339526,BTC,sell,0.0,34.15,0.0
2025-04-12 02:07:43.341004,BTC,sell,0.0,34.15,0.0
2025-04-12 02:07:43.342366,BTC,sell,0.0,33.55,0.0
2025-04-12 02:07:43.343377,BTC,sell,0.0,31.87,0.0
2025-04-12 02:07:43.344377,BTC,sell,0.0,33.14,0.0
2025-04-12 02:07:43.345336,BTC,sell,0.0,33.72,0.0
2025-04-12 02:07:43.346240,BTC,buy,0.0,36.01,0.0
